2026-08-18 18:23:45,Burger ($10.00); Fries ($5.00),15.00,20.00,5.00
2026-08-18 18:24:17,Burger ($10.00); Fries ($5.00),15.00,20.00,5.00
2026-08-19 14:20:08,Burger ($8.50),8.50,8.50,0.00
2026-08-19 14:20:48,Soft Drink ($3.00); Soft Drink ($3.00); Soft Drink ($3.00); Hot Dog ($6.50); Hot Dog ($6.50); Hot Dog ($6.50); Hot Dog ($6.50),35.00,67.00,32.00
2026-08-19 14:21:36,Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Chicken Nuggets ($7.00),805.00,67676767.00,67675962.00
2026-08-19 14:52:41,Burger ($8.50); Cheeseburger ($9.50); Fries ($4.00); Hot Dog ($6.50); Chicken Nuggets ($7.00); Onion Rings ($5.00); Soft Drink ($3.00); Milkshake ($5.00),48.50,67676767.00,67676718.50
2026-08-21 10:00:28,Cheeseburger ($9.50); Fries ($4.00); Hot Dog ($6.50); Onion Rings ($5.00); Soft Drink ($3.00); Milkshake ($5.00); Soft Drink ($3.00),36.00,50.00,14.00
2026-08-21 10:01:48,Chicken Nuggets ($7.00),7.00,8.00,1.00
2026-08-21 10:03:34,Hot Dog ($6.50),6.50,7.00,0.50
2026-08-22 15:38:10,Chicken Nuggets ($7.00); Chicken Nuggets ($7.00),14.00,67.67,53.67
2026-08-24 09:58:30,Burger ($8.50),8.50,8.50,0.00
2026-08-24 10:02:21,Cheeseburger ($9.50); Soft Drink ($3.00),12.50,20.00,7.50
2026-08-24 10:05:29,Burger ($8.50),8.50,9.00,0.50
2026-08-24 10:09:11,Burger ($8.50),8.50,9.00,0.50
2026-08-24 10:09:26,Cheeseburger ($9.50),9.50,10.00,0.50
2026-08-24 11:35:17,Hot Dog ($6.50); Hot Dog ($6.50),13.00,13.00,0.00
2026-08-24 17:44:12,Chicken Nuggets ($7.00); Chicken Nuggets ($7.00); Onion Rings ($5.00); Onion Rings ($5.00); Soft Drink ($3.00); Soft Drink ($3.00); Soft Drink ($3.00); Milkshake ($5.00); Milkshake ($5.00),43.00,45.00,2.00
